entrz
130507
26118
11064
337876
3423
7345
10687
9949
9774
7840
10243
11249
10857
10846
375748
286046
23451
636
10905
4920
23245
1630
4040
10178
5108
549
83989
57669
23362
57536
27344
57534
6733
5478
23762
100506084
83856
8621
22854
4514
80310
2629
51326
9321
5602
783
30011
2571
23168
1804
375567
1060
100996709
203286
7979
5223
7532
472
54874
54886
1153
56252
3315
1272
101101773
3092
1600
58155
2894
114793
23233
57492
50809
6252
5518
55833
11122
84446
115827
4915
1471
140710
22829
6446
114800
83869
124908102
5594
114815
147686
129684
203238
158326
85300
3717
25909
1785
170506
9353
2778
22841
22859
55816
3337
79718
93145
23369
476
25769
401491
56341
285220
57698
1826
79577
2042
5581
54332
7167
4536
6616
533
64754
116443
9760
9705
55068
6638
284697
27133
54014
145389
124908094
64839
58517
29796
1719
55187
100287171
9701
2597
6482
23505
9666
55103
58494
351
6647
57728
51669
4820
23524
9844
57507
460
7280
10984
3295
7068
5930
55691
5170
152330
1811
57520
9867
8777
902
54386
57605
821
28965
55619
55761
642776
57562
8655
4297
51761
71
29952
80309
101926941
9462
23077
9568
152579
55022
80205
7222
4538
4130
23037
2495
26052
84251
80031
2823
2567
2895
9859
8604
4750
6138
9209
54737
113201
348980
10963
3094
10771
5144
22824
7314
645455
9839
3269
9727
6854
7316
9765
55294
79750
5923
23281
8464
23228
138046
51426
51747
54790
27125
64919
3326
55870
9806
23787
89795
79780
4331
23731
132320
7857
23646
51755
8899
5530
85021
51617
286183
4336
9169
10376
57528
80820
8633
57624
10160
22794
23671
221981
6249
3382
60
90632
23469
221935
22873
22897
5924
443
2241
4597
673
8672
153768
8395
9295
6695
23507
222183
85445
9547
283131
22890
3925
5037
57584
81832
26999
2554
89978
2561
160518
11113
57730
285175
348
163131
4038
55297
9500
6171
7533
6711
26278
3146
60468
5927
80034
1496
9444
667
140606
344148
23613
107
2036
440823
7267
55183
2120
219578
6489
10347
53358
89797
26031
9748
554226
4131
10529
23040
10725
1612
79937
2537
547
975
4675
10927
134957
4916
9101
2620
220164
1010
4026
4155
6430
643749
55342
785
9162
6263
100289279
1479
54891
9252
2186
9910
3105
55209
3084
83719
5071
91584
94032
23085
442213
6500
4741
4137
401541
2983
23150
98
23049
221692
100874369
8925
815
775
83985
23023
285045
9994
25957
7067
10361
170691
4857
23078
40
10724
1756
11007
4139
9788
127254
23635
10082
3716
10580
4725
114805
8224
23013
10466
9472
23092
11069
22980
57062
10752
79772
158584
27152
9135
817
4810
9378
4061
6855
7074
79739
29091
79921
114786
375190
84623
54467
482
5980
27445
4512
57118
65217
23215
151126
9790
253959
22905
51555
375449
22982
5136
6310
161742
9678
26038
4685
134829
567
64848
340533
9736
144165
29119
64067
23248
4660
6326
375248
84557
25902
9581
83696
6095
5142
9312
81846
55084
6323
6262
254827
114134
161725
781
26289
23025
5797
7204
286205
773
2903
10815
8658
1191
23126
137970
79698
90161
3763
55356
23112
2131
55119
114
220869
758
57489
5358
7143
3786
55339
27010
9758
150684
56896
9826
8564
80003
149111
55869
255928
10081
64061
253782
5567
23499
22941
114784
60680
55904
27328
576
93611
10003
59283
2893
23235
114823
400986
83259
22992
2902
101927587
23544
101927560
797
54765
84871
257194
57448
9406
10313
8287
23543
51310
7404
7704
5599
4899
9856
23194
64579
9908
1007
54940
11124
3107
200734
2044
988
253260
121256
55704
285600
56990
153328
645323
30820
9542
8507
57451
140890
23286
57688
79722
151050
323
55728
83943
956
23243
26059
22999
3708
130026
2817
2918
10056
375323
23036
10180
132204
259282
3064
29896
1608
55814
285331
7881
340252
5649
64084
84303
4897
5791
126129
64595
83394
9688
8106
283514
8924
92017
8555
8731
8476
84502
25789
8848
55197
37
23504
4644
6938
994
5781
2775
3899
145581
1759
23387
114880
3320
23015
9578
1152
9215
6750
6654
1112
26115
57690
2734
9456
2744
23518
23365
8650
23034
23136
10349
49855
400506
57144
440270
28232
3643
8128
54536
79603
728190
81890
108
8120
23476
7026
23522
79009
3479
2572
400954
2821
23094
8028
10659
284339
121601
84253
23091
84894
55591
2562
10154
23095
10564
128553
4659
22986
2788
4848
5802
9732
283417
7024
25766
22843
85442
23164
114781
9857
27101
26137
22849
65055
286411
80863
100507547
27332
127602
375056
22998
26207
8682
23446
55450
5747
7982
93655
23131
1012
65018
339400
10207
54914
51440
9202
51741
3208
65108
92558
9669
9201
4781
3301
26960
441459
7763
1974
2776
9649
79071
23064
8522
6181
56675
54972
10209
2907
490
158038
157697
137868
4900
55082
286053
81551
8648
54806
1392
79848
862
55074
4763
387775
9228
3983
6547
26033
50632
5411
2288
23256
63943
3751
7425
9118
9445
7178
55605
90627
506
80184
81831
8411
55198
9240
57604
11041
22861
9223
8722
5336
5058
9847
794
120103
23060
9236
4519
84441
57569
5049
100652748
23269
3778
4905
143686
84460
23089
55269
6165
2560
80144
152926
56243
6651
4126
8821
4306
65250
3572
285671
388336
57553
3842
6767
79143
8087
55669
90134
50863
91752
1195
57683
23154
402117
1795
151613
3488
92737
27255
9901
29072
6159
2047
4154
79137
10567
101929423
9745
54477
55628
498
114088
51390
7432
27115
6035
146713
23558
1956
9031
10142
5879
5621
10250
7311
51523
9779
5521
84978
2904
10382
6444
1212
7529
83658
203068
57497
23506
1310
23270
387119
114900
548596
10396
26057
10464
2890
1838
441094
55859
2119
1993
25834
26610
26053
51088
9265
9879
27324
4062
1739
10983
7102
54462
9584
644150
54768
84181
9987
100507421
23261
5800
114795
204962
143279
287
10000
4513
2201
66000
9746
6620
80762
375612
11127
51571
5274
1131
7503
4673
54828
57578
238
5579
9829
6311
55083
10499
9168
5910
161357
221037
776
22895
100302692
22848
89941
145282
51773
2670
9498
10656
3480
4684
6894
7402
5529
10260
10874
10098
9881
10274
7750
4326
23705
285527
1655
57718
6334
161436
55331
57142
254048
25759
135138
7158
6129
1000
5095
1159
27347
1327
26290
79932
29951
6134
9892
1039
7337
8554
83992
493
27327
51057
6447
5592
10231
6696
4645
56776
2257
3747
6415
57628
4836
1008
54927
9208
55680
26037
659
2917
23768
54832
79966
25820
132
266722
63892
7804
4289
23122
392617
4649
57619
9448
1006
134728
10368
23527
81533
1107
9693
114788
5066
473
9175
4537
5137
51105
57282
9628
5793
57731
23042
1915
79971
57419
6137
80333
5087
4205
55777
388815
51575
255967
2897
4697
259232
171019
2530
6935
11075
4325
7447
9743
2892
386617
29123
51466
5799
1837
56853
23301
114792
8997
53335
222553
83988
23461
10443
153020
81849
442117
4508
57689
2037
10521
2596
23345
7082
202559
121536
23266
84570
6457
8470
774
401474
124904395
55799
9659
23389
9734
6660
1780
5334
4430
146198
26122
57020
3097
54985
283871
5046
84083
9569
2786
9069
440279
791114
5607
7586
10777
55714
50509
166614
10755
5582
4539
55959
11237
10528
64432
79960
3096
2868
5578
10014
57732
10211
124925
7018
4628
1160
54856
1523
196441
91750
11197
3632
80314
22844
25891
1306
55599
445815
6506
3309
1289
100533105
57596
23678
11278
4281
256643
374986
101928840
4745
51347
9796
6421
59277
